Id,Rating
1,1
2,3
3,4
4,5
5,4
6,5
7,2
8,2
9,3
10,5
11,5
12,4
13,3
14,3
15,3
16,3
17,4
18,3
19,2
20,4
21,4
22,5
23,4
24,3
25,5
26,4
27,1
28,5
29,5
30,5
31,4
32,1
33,5
34,5
35,1
36,4
37,3
38,1
39,4
40,1
41,2
42,5
43,4
44,3
45,1
46,3
47,3
48,5
49,3
50,4
51,3
52,4
53,3
54,3
55,5
56,3
57,4
58,5
59,2
60,3
61,3
62,4
63,4
64,3
65,5
66,5
67,5
68,3
69,5
70,2
71,2
72,2
73,4
74,4
75,4
76,3
77,5
78,5
79,5
80,3
81,5
82,1
83,3
84,4
85,4
86,4
87,4
88,2
89,4
90,3
91,4
92,5
93,2
94,3
95,3
96,4
97,2
98,2
99,4
100,5
101,3
102,5
103,2
104,5
105,1
106,4
107,2
108,2
109,4
110,3
111,4
112,3
113,1
114,3
115,5
116,3
117,3
118,3
119,3
120,3
121,1
122,5
123,2
124,1
125,4
126,2
127,1
128,5
129,3
130,2
131,1
132,2
133,2
134,1
135,5
136,3
137,2
138,2
139,4
140,2
141,1
142,1
143,3
144,1
145,5
146,3
147,1
148,4
149,4
150,5
151,4
152,3
153,1
154,4
155,3
156,2
157,1
158,2
159,3
160,5
161,5
162,3
163,3
164,1
165,3
166,5
167,4
168,2
169,2
170,4
171,3
172,5
173,5
174,5
175,1
176,3
177,5
178,3
179,4
180,1
181,4
182,5
183,5
184,5
185,1
186,2
187,2
188,4
189,5
190,5
191,5
192,3
193,5
194,2
195,4
196,5
197,4
198,5
199,5
200,5
201,1
202,1
203,5
204,5
205,3
206,4
207,5
208,3
209,3
210,4
211,3
212,1
213,5
214,5
215,1
216,2
217,3
218,3
219,3
220,3
221,3
222,5
223,3
224,1
225,3
226,3
227,3
228,1
229,5
230,3
231,3
232,4
233,2
234,1
235,2
236,1
237,5
238,5
239,4
240,3
241,1
242,3
243,5
244,5
245,2
246,5
247,5
248,5
249,3
250,4
251,1
252,5
253,4
254,2
255,1
256,2
257,2
258,3
259,4
260,1
261,5
262,1
263,1
264,4
265,3
266,1
267,3
268,3
269,2
270,2
271,4
272,4
273,4
274,3
275,4
276,3
277,3
278,4
279,3
280,1
281,4
282,1
283,3
284,3
285,3
286,2
287,3
288,4
289,2
290,2
291,4
292,3
293,4
294,2
295,4
296,4
297,4
298,2
299,3
300,2
301,4
302,5
303,3
304,4
305,5
306,5
307,2
308,1
309,3
310,4
311,3
312,2
313,3
314,5
315,2
316,4
317,2
318,5
319,1
320,1
321,4
322,2
323,2
324,5
325,5
326,1
327,3
328,3
329,5
330,5
331,3
332,4
333,2
334,5
335,1
336,3
337,5
338,2
339,2
340,5
341,5
342,3
343,5
344,3
345,3
346,5
347,5
348,5
349,2
350,3
351,4
352,4
353,2
354,3
355,5
356,5
357,1
358,1
359,1
360,5
361,2
362,4
363,2
364,1
365,4
366,5
367,4
368,3
369,4
370,5
371,4
372,1
373,3
374,3
375,5
376,2
377,4
378,3
379,4
380,3
381,4
382,5
383,5
384,1
385,3
386,4
387,4
388,1
389,5
390,1
391,2
392,5
393,2
394,5
395,4
396,4
397,1
398,3
399,2
400,5
401,4
402,5
403,1
404,3
405,4
406,4
407,3
408,1
409,3
410,2
411,3
412,5
413,4
414,5
415,5
416,5
417,2
418,2
419,4
420,4
421,5
422,2
423,4
424,3
425,1
426,3
427,1
428,4
429,2
430,5
431,4
432,5
433,2
434,5
435,4
436,4
437,3
438,1
439,3
440,4
441,2
442,3
443,4
444,3
445,2
446,4
447,1
448,3
449,3
450,4
451,4
452,4
453,5
454,1
455,4
456,1
457,5
458,3
459,2
460,5
461,2
462,4
463,3
464,3
465,5
466,3
467,3
468,4
469,3
470,4
471,5
472,2
473,2
474,4
475,1
476,3
477,4
478,5
479,2
480,3
481,5
482,4
483,5
484,3
485,3
486,1
487,5
488,4
489,4
490,3
491,4
492,2
493,5
494,5
495,5
496,3
497,2
498,4
499,2
500,3
