Id,Rating
1,4
2,3
3,5
4,5
5,5
6,5
7,1
8,3
9,3
10,5
11,5
12,5
13,4
14,1
15,2
16,2
17,4
18,2
19,2
20,4
21,3
22,5
23,5
24,3
25,5
26,3
27,1
28,3
29,5
30,5
31,4
32,5
33,2
34,5
35,5
36,2
37,2
38,1
39,4
40,1
41,3
42,5
43,5
44,2
45,2
46,3
47,1
48,5
49,3
50,1
51,3
52,4
53,4
54,3
55,5
56,2
57,5
58,5
59,2
60,2
61,3
62,5
63,2
64,4
65,5
66,5
67,5
68,4
69,5
70,2
71,2
72,2
73,4
74,5
75,4
76,3
77,5
78,3
79,5
80,1
81,5
82,1
83,3
84,4
85,4
86,4
87,4
88,2
89,2
90,2
91,5
92,5
93,1
94,4
95,4
96,4
97,3
98,5
99,4
100,5
101,4
102,5
103,2
104,4
105,1
106,4
107,3
108,2
109,4
110,2
111,4
112,3
113,2
114,3
115,5
116,2
117,2
118,3
119,3
120,4
121,1
122,5
123,1
124,1
125,5
126,1
127,1
128,5
129,1
130,2
131,1
132,1
133,2
134,3
135,5
136,3
137,2
138,1
139,3
140,2
141,1
142,2
143,3
144,1
145,5
146,4
147,1
148,3
149,3
150,5
151,4
152,2
153,1
154,5
155,3
156,2
157,1
158,1
159,5
160,5
161,5
162,3
163,3
164,1
165,4
166,5
167,5
168,2
169,2
170,4
171,2
172,4
173,5
174,5
175,1
176,3
177,2
178,2
179,3
180,1
181,5
182,5
183,5
184,5
185,1
186,2
187,3
188,5
189,5
190,5
191,5
192,3
193,5
194,1
195,3
196,5
197,4
198,4
199,5
200,5
201,2
202,1
203,4
204,3
205,2
206,2
207,4
208,2
209,2
210,3
211,4
212,1
213,5
214,5
215,2
216,2
217,2
218,2
219,4
220,2
221,3
222,5
223,3
224,3
225,5
226,4
227,1
228,1
229,5
230,3
231,4
232,4
233,2
234,1
235,3
236,2
237,3
238,5
239,4
240,2
241,2
242,1
243,3
244,5
245,4
246,5
247,5
248,5
249,1
250,4
251,1
252,5
253,5
254,1
255,1
256,4
257,2
258,4
259,4
260,1
261,5
262,1
263,2
264,5
265,4
266,1
267,3
268,2
269,2
270,2
271,3
272,5
273,4
274,3
275,4
276,3
277,4
278,5
279,4
280,1
281,4
282,1
283,4
284,2
285,4
286,2
287,2
288,4
289,2
290,2
291,5
292,5
293,4
294,2
295,4
296,4
297,3
298,2
299,2
300,2
301,4
302,4
303,2
304,4
305,4
306,5
307,1
308,3
309,5
310,4
311,1
312,2
313,4
314,4
315,3
316,4
317,3
318,3
319,4
320,1
321,4
322,2
323,2
324,4
325,4
326,5
327,2
328,2
329,5
330,3
331,4
332,5
333,1
334,5
335,1
336,3
337,5
338,1
339,2
340,5
341,4
342,4
343,5
344,2
345,1
346,5
347,5
348,5
349,3
350,3
351,4
352,4
353,3
354,5
355,5
356,5
357,2
358,1
359,1
360,4
361,2
362,3
363,3
364,2
365,5
366,5
367,3
368,3
369,4
370,5
371,5
372,5
373,3
374,5
375,5
376,1
377,4
378,3
379,5
380,3
381,3
382,5
383,5
384,1
385,4
386,3
387,5
388,3
389,5
390,1
391,3
392,4
393,1
394,4
395,1
396,4
397,2
398,2
399,3
400,5
401,4
402,5
403,1
404,5
405,5
406,4
407,4
408,1
409,4
410,1
411,3
412,5
413,3
414,5
415,4
416,3
417,1
418,2
419,3
420,4
421,3
422,3
423,4
424,3
425,1
426,3
427,3
428,5
429,5
430,4
431,4
432,5
433,2
434,4
435,4
436,5
437,3
438,1
439,5
440,4
441,2
442,4
443,4
444,2
445,2
446,4
447,1
448,5
449,2
450,4
451,5
452,3
453,5
454,1
455,2
456,5
457,4
458,2
459,1
460,5
461,1
462,5
463,2
464,1
465,5
466,5
467,4
468,2
469,4
470,3
471,5
472,2
473,1
474,4
475,1
476,1
477,3
478,5
479,1
480,3
481,5
482,5
483,5
484,1
485,2
486,2
487,5
488,4
489,5
490,4
491,5
492,3
493,5
494,4
495,4
496,2
497,3
498,4
499,2
500,3
