Id,Rating
1,1
2,3
3,4
4,4
5,5
6,5
7,1
8,2
9,2
10,5
11,5
12,5
13,4
14,2
15,4
16,1
17,4
18,3
19,2
20,3
21,4
22,5
23,2
24,5
25,5
26,4
27,1
28,4
29,4
30,5
31,4
32,1
33,5
34,1
35,5
36,2
37,3
38,1
39,4
40,3
41,2
42,5
43,4
44,3
45,4
46,5
47,3
48,5
49,2
50,1
51,1
52,4
53,2
54,4
55,5
56,2
57,5
58,5
59,4
60,1
61,2
62,4
63,5
64,3
65,3
66,4
67,5
68,3
69,5
70,2
71,2
72,2
73,4
74,3
75,4
76,3
77,5
78,3
79,5
80,2
81,5
82,1
83,4
84,4
85,5
86,4
87,4
88,2
89,4
90,3
91,5
92,5
93,1
94,5
95,4
96,3
97,4
98,2
99,5
100,1
101,3
102,5
103,2
104,4
105,2
106,1
107,4
108,3
109,4
110,3
111,4
112,3
113,2
114,3
115,5
116,4
117,3
118,2
119,3
120,3
121,1
122,5
123,1
124,1
125,5
126,3
127,1
128,5
129,2
130,3
131,2
132,1
133,2
134,1
135,4
136,3
137,2
138,3
139,3
140,1
141,3
142,1
143,2
144,1
145,5
146,3
147,2
148,5
149,2
150,3
151,5
152,2
153,2
154,5
155,3
156,2
157,1
158,4
159,2
160,5
161,5
162,3
163,2
164,1
165,3
166,3
167,5
168,2
169,2
170,4
171,3
172,4
173,5
174,5
175,1
176,3
177,5
178,3
179,5
180,1
181,5
182,4
183,5
184,4
185,1
186,1
187,1
188,5
189,5
190,5
191,5
192,3
193,5
194,2
195,3
196,5
197,2
198,2
199,4
200,5
201,1
202,1
203,3
204,3
205,3
206,3
207,4
208,3
209,3
210,4
211,3
212,2
213,5
214,5
215,1
216,2
217,3
218,3
219,2
220,1
221,1
222,5
223,2
224,3
225,1
226,4
227,3
228,2
229,5
230,3
231,5
232,5
233,2
234,2
235,1
236,1
237,2
238,4
239,5
240,4
241,1
242,5
243,4
244,5
245,2
246,4
247,4
248,4
249,3
250,3
251,2
252,5
253,5
254,2
255,1
256,1
257,2
258,3
259,1
260,1
261,5
262,3
263,1
264,4
265,3
266,3
267,4
268,2
269,1
270,2
271,4
272,5
273,4
274,3
275,3
276,4
277,2
278,5
279,4
280,1
281,4
282,1
283,2
284,2
285,3
286,1
287,3
288,4
289,3
290,3
291,4
292,2
293,4
294,4
295,4
296,4
297,1
298,2
299,3
300,4
301,4
302,5
303,4
304,5
305,3
306,4
307,4
308,1
309,4
310,4
311,2
312,3
313,2
314,2
315,3
316,4
317,2
318,2
319,1
320,1
321,4
322,2
323,2
324,4
325,5
326,1
327,3
328,5
329,5
330,2
331,4
332,2
333,1
334,5
335,3
336,1
337,5
338,2
339,1
340,5
341,3
342,3
343,4
344,1
345,3
346,5
347,2
348,5
349,2
350,2
351,4
352,5
353,3
354,3
355,5
356,5
357,3
358,1
359,1
360,5
361,2
362,4
363,5
364,1
365,3
366,4
367,5
368,3
369,5
370,5
371,5
372,1
373,3
374,1
375,4
376,3
377,2
378,3
379,4
380,5
381,3
382,5
383,5
384,2
385,3
386,4
387,5
388,1
389,5
390,1
391,1
392,5
393,3
394,5
395,4
396,4
397,1
398,5
399,2
400,5
401,2
402,5
403,1
404,2
405,5
406,4
407,4
408,2
409,3
410,1
411,2
412,5
413,3
414,5
415,2
416,5
417,1
418,2
419,4
420,4
421,5
422,1
423,5
424,4
425,2
426,3
427,3
428,2
429,1
430,5
431,4
432,4
433,2
434,5
435,4
436,4
437,2
438,1
439,3
440,5
441,2
442,5
443,4
444,3
445,3
446,1
447,1
448,5
449,3
450,4
451,5
452,3
453,5
454,1
455,4
456,2
457,5
458,4
459,2
460,5
461,1
462,5
463,3
464,3
465,5
466,3
467,5
468,4
469,5
470,3
471,5
472,2
473,2
474,4
475,2
476,3
477,4
478,4
479,3
480,2
481,5
482,5
483,4
484,1
485,3
486,2
487,5
488,5
489,2
490,3
491,5
492,2
493,4
494,4
495,5
496,2
497,4
498,3
499,1
500,3
