Id,Rating
1,1
2,2
3,5
4,5
5,5
6,5
7,2
8,2
9,2
10,4
11,5
12,5
13,4
14,2
15,4
16,1
17,4
18,3
19,3
20,3
21,4
22,5
23,4
24,3
25,5
26,3
27,1
28,4
29,4
30,5
31,4
32,1
33,5
34,3
35,5
36,3
37,3
38,1
39,5
40,1
41,1
42,5
43,4
44,3
45,1
46,3
47,3
48,4
49,3
50,3
51,3
52,4
53,3
54,3
55,4
56,3
57,5
58,5
59,2
60,3
61,2
62,3
63,4
64,3
65,5
66,5
67,4
68,3
69,5
70,2
71,2
72,2
73,4
74,3
75,4
76,3
77,5
78,5
79,5
80,3
81,5
82,2
83,3
84,4
85,5
86,4
87,5
88,2
89,4
90,3
91,4
92,5
93,2
94,5
95,3
96,4
97,3
98,1
99,3
100,4
101,3
102,3
103,2
104,5
105,2
106,4
107,2
108,3
109,4
110,3
111,2
112,3
113,1
114,3
115,5
116,3
117,3
118,2
119,3
120,3
121,1
122,5
123,3
124,1
125,4
126,4
127,2
128,4
129,2
130,2
131,3
132,1
133,2
134,2
135,5
136,3
137,2
138,3
139,3
140,2
141,1
142,2
143,3
144,1
145,5
146,3
147,1
148,4
149,3
150,5
151,3
152,3
153,1
154,3
155,3
156,2
157,1
158,1
159,3
160,5
161,5
162,3
163,1
164,1
165,3
166,5
167,5
168,3
169,3
170,4
171,3
172,5
173,3
174,3
175,1
176,3
177,5
178,3
179,2
180,1
181,4
182,5
183,5
184,5
185,1
186,2
187,3
188,4
189,3
190,5
191,5
192,2
193,5
194,2
195,2
196,5
197,2
198,3
199,4
200,5
201,1
202,1
203,5
204,3
205,3
206,3
207,5
208,3
209,3
210,4
211,3
212,1
213,5
214,4
215,1
216,2
217,3
218,3
219,3
220,3
221,3
222,4
223,3
224,2
225,3
226,3
227,3
228,2
229,5
230,2
231,3
232,4
233,2
234,1
235,2
236,2
237,2
238,4
239,4
240,3
241,1
242,3
243,3
244,5
245,3
246,4
247,5
248,4
249,3
250,4
251,2
252,5
253,4
254,2
255,1
256,3
257,2
258,3
259,3
260,2
261,5
262,5
263,1
264,4
265,3
266,4
267,2
268,3
269,1
270,2
271,4
272,4
273,5
274,3
275,4
276,2
277,3
278,5
279,4
280,3
281,4
282,1
283,3
284,2
285,3
286,2
287,3
288,4
289,2
290,3
291,4
292,2
293,4
294,5
295,4
296,4
297,3
298,2
299,3
300,4
301,4
302,5
303,3
304,4
305,4
306,5
307,2
308,1
309,5
310,3
311,3
312,2
313,3
314,3
315,4
316,4
317,3
318,3
319,1
320,2
321,4
322,3
323,2
324,4
325,5
326,5
327,3
328,3
329,4
330,3
331,5
332,4
333,2
334,5
335,1
336,3
337,5
338,3
339,2
340,5
341,5
342,3
343,5
344,3
345,3
346,5
347,4
348,5
349,2
350,2
351,4
352,3
353,3
354,3
355,4
356,5
357,1
358,1
359,1
360,5
361,1
362,2
363,2
364,3
365,4
366,4
367,4
368,3
369,3
370,5
371,4
372,1
373,3
374,3
375,5
376,3
377,4
378,3
379,4
380,5
381,3
382,5
383,5
384,1
385,5
386,4
387,5
388,3
389,5
390,2
391,1
392,5
393,2
394,5
395,4
396,4
397,3
398,3
399,2
400,5
401,4
402,5
403,3
404,3
405,5
406,3
407,3
408,1
409,3
410,1
411,3
412,5
413,1
414,4
415,5
416,5
417,1
418,2
419,4
420,4
421,5
422,2
423,4
424,3
425,2
426,3
427,1
428,2
429,3
430,5
431,4
432,4
433,2
434,5
435,3
436,4
437,3
438,1
439,3
440,5
441,2
442,5
443,5
444,3
445,3
446,3
447,3
448,3
449,3
450,4
451,4
452,4
453,5
454,1
455,3
456,1
457,5
458,3
459,3
460,5
461,3
462,4
463,3
464,3
465,5
466,3
467,3
468,4
469,5
470,3
471,3
472,3
473,2
474,4
475,1
476,3
477,4
478,5
479,3
480,2
481,5
482,3
483,5
484,1
485,3
486,4
487,5
488,4
489,4
490,3
491,3
492,2
493,5
494,4
495,5
496,3
497,5
498,5
499,3
500,3
