Id,Rating
1,2
2,5
3,5
4,5
5,5
6,1
7,5
8,5
9,5
10,5
11,4
12,2
13,4
14,3
15,3
16,5
17,2
18,2
19,5
20,2
21,5
22,5
23,5
24,5
25,4
26,1
27,5
28,5
29,5
30,4
31,5
32,5
33,5
34,4
35,2
36,2
37,1
38,3
39,1
40,2
41,5
42,3
43,2
44,3
45,3
46,4
47,5
48,3
49,1
50,1
51,5
52,3
53,1
54,5
55,1
56,4
57,5
58,2
59,3
60,1
61,5
62,1
63,5
64,5
65,5
66,4
67,1
68,4
69,3
70,2
71,2
72,3
73,4
74,4
75,5
76,4
77,1
78,5
79,1
80,5
81,1
82,5
83,5
84,4
85,3
86,4
87,2
88,2
89,5
90,5
91,5
92,1
93,4
94,4
95,4
96,4
97,5
98,1
99,5
100,5
101,5
102,1
103,5
104,1
105,5
106,5
107,1
108,4
109,2
110,5
111,2
112,3
113,1
114,5
115,3
116,2
117,1
118,4
119,4
120,1
121,5
122,1
123,1
124,5
125,1
126,1
127,5
128,1
129,3
130,1
131,1
132,2
133,5
134,5
135,3
136,1
137,1
138,2
139,5
140,1
141,1
142,5
143,1
144,5
145,5
146,1
147,4
148,2
149,5
150,2
151,4
152,5
153,5
154,5
155,1
156,1
157,1
158,5
159,5
160,5
161,2
162,5
163,1
164,5
165,5
166,5
167,2
168,2
169,5
170,2
171,3
172,5
173,5
174,1
175,3
176,5
177,2
178,2
179,1
180,5
181,5
182,5
183,5
184,1
185,1
186,1
187,5
188,5
189,5
190,5
191,2
192,5
193,1
194,5
195,5
196,5
197,5
198,4
199,5
200,2
201,1
202,4
203,5
204,2
205,3
206,2
207,2
208,2
209,2
210,2
211,1
212,5
213,4
214,1
215,2
216,2
217,2
218,5
219,4
220,1
221,5
222,3
223,1
224,5
225,3
226,5
227,5
228,4
229,3
230,5
231,4
232,1
233,1
234,1
235,1
236,5
237,4
238,3
239,2
240,1
241,1
242,5
243,5
244,5
245,5
246,5
247,5
248,2
249,4
250,1
251,5
252,4
253,1
254,1
255,4
256,2
257,4
258,3
259,1
260,5
261,1
262,1
263,5
264,4
265,1
266,2
267,4
268,3
269,2
270,1
271,4
272,5
273,1
274,5
275,2
276,5
277,5
278,5
279,1
280,5
281,1
282,4
283,3
284,4
285,2
286,2
287,3
288,3
289,2
290,5
291,4
292,4
293,2
294,5
295,2
296,1
297,2
298,2
299,2
300,5
301,4
302,1
303,4
304,5
305,4
306,1
307,1
308,4
309,4
310,1
311,5
312,4
313,5
314,5
315,5
316,4
317,1
318,5
319,1
320,3
321,2
322,1
323,5
324,5
325,1
326,2
327,1
328,5
329,2
330,2
331,1
332,1
333,5
334,1
335,1
336,5
337,1
338,1
339,5
340,5
341,5
342,5
343,1
344,1
345,5
346,5
347,5
348,5
349,4
350,2
351,4
352,5
353,5
354,4
355,5
356,3
357,1
358,1
359,4
360,1
361,5
362,1
363,1
364,4
365,1
366,2
367,2
368,5
369,5
370,5
371,5
372,2
373,5
374,5
375,1
376,4
377,2
378,5
379,1
380,2
381,5
382,5
383,1
384,5
385,2
386,4
387,2
388,5
389,1
390,2
391,4
392,3
393,4
394,1
395,4
396,1
397,2
398,2
399,5
400,5
401,5
402,1
403,4
404,5
405,1
406,3
407,1
408,5
409,1
410,2
411,5
412,4
413,5
414,1
415,5
416,1
417,3
418,1
419,4
420,2
421,5
422,4
423,2
424,1
425,1
426,3
427,1
428,1
429,5
430,5
431,5
432,2
433,5
434,4
435,5
436,5
437,1
438,5
439,4
440,3
441,2
442,4
443,2
444,2
445,4
446,1
447,4
448,2
449,5
450,4
451,4
452,5
453,1
454,1
455,3
456,1
457,2
458,1
459,5
460,1
461,4
462,2
463,1
464,5
465,5
466,4
467,1
468,3
469,5
470,5
471,2
472,1
473,3
474,1
475,1
476,2
477,5
478,1
479,2
480,5
481,4
482,5
483,1
484,4
485,5
486,5
487,4
488,5
489,5
490,4
491,5
492,5
493,5
494,4
495,2
496,3
497,3
498,3
499,4
500,3
